"company_name","company_display_name","industry","total_reviews","company_overall_rating","company_work_life_balance","company_salary_benefits","company_job_security","company_company_culture","company_skill_development","company_work_satisfaction","company_promotions_appraisal","review_title","overall_rating","review_date","designation","employment_type","employee_status","work_location","likes","dislikes","additional_comments","sub_work_life_balance","sub_salary_benefits","sub_job_security","sub_company_culture","sub_skill_development","sub_work_satisfaction","sub_promotions_appraisal","source_page","source_url"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","HR Operations","4.0","25/03/2026","Global L&D Coordinator","Permanent","Current Employee","Gurugram","People, Culture, Employee affiliation programs","Slow growth, lack of promotions,","2 days/week from office, Monday to Friday (Flexible Timings), This is a desk job.","5.0","3.0","4.0","5.0","4.0","4.0","3.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Finance","5.0","26/03/2026","Senior Analyst","Permanent","Current Employee","Gurugram","Culture","Nothing","2 days/week from office, Monday to Friday (Flexible Timings), This is a desk job.","5.0","3.0","5.0","5.0","4.0","4.0","2.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Software Development","1.0","14/03/2026","Senior Software Engineer","Permanent","Current Employee","Gurugram","","","","1.0","3.0","1.0","1.0","1.0","1.0","1.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Administration","4.0","05/03/2026","Senior Operations Specialist","Permanent","Current Employee","Mumbai","","","","5.0","4.0","4.0","5.0","3.0","2.0","1.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Business","2.0","04/03/2026","BSK Outside Consultant","Permanent","Current Employee","Gurugram","","","","2.0","2.0","1.0","3.0","1.0","1.0","1.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Administration","5.0","03/03/2026","Front Office Executive","Permanent","Current Employee","Mumbai","Skill development, Mukti tasking","Everyday Competition","Monday to Friday (Strict Timings),","3.0","4.0","4.0","5.0","5.0","5.0","5.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Operations Support","3.0","03/03/2026","Senior Administrative Assistant","Permanent","Current Employee","New Delhi","","","","4.0","3.0","3.0","3.0","3.0","4.0","2.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Administration","5.0","03/03/2026","Executive Assistant Administrator","Permanent","Current Employee","Gurugram","","","","4.0","4.0","5.0","5.0","3.0","4.0","3.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Sales Support & Operations","5.0","23/02/2026","Global Learning and Development Specialist","Permanent","Current Employee","Gurugram","","","","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Data Science & Machine Learning","1.0","08/02/2026","Data Scientist","Permanent","Current Employee","Bengaluru","","","","1.0","2.0","2.0","1.0","1.0","1.0","2.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Management Consulting","2.0","29/01/2026","Senior Associate","Permanent","Current Employee","Mumbai","","","","1.0","4.0","3.0","1.0","3.0","2.0","3.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Administration","4.0","27/01/2026","Executive Assistant","Permanent","Current Employee","New Delhi","","","","3.0","2.0","5.0","3.0","2.0","3.0","3.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Legal Operations","1.0","25/01/2026","Junior Specialist","Permanent","Current Employee","New Delhi","","","","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Recruitment & Talent Acquisition","3.0","24/01/2026","Sr. Talent Acquisition Specialist- APAC, Middle East","Permanent","Current Employee","New Delhi","","","","3.0","4.0","3.0","3.0","3.0","3.0","2.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Accounting & Taxation","1.0","22/01/2026","Consultant","Contractual","Current Employee","Gurugram","","Manager's behaviour issue and no authority to speak for yourself.","2 days/week from office, Flexible Timings, This is a desk job.","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Operations Support","5.0","21/01/2026","Practice Area Senior coordinator","Permanent","Current Employee","Gurugram","","","","5.0","5.0","5.0","5.0","5.0","5.0","3.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Finance","1.0","13/01/2026","Management Trainee","Permanent","Current Employee","Gurugram","","","","4.0","1.0","1.0","2.0","1.0","3.0","1.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Banking Operations","5.0","11/01/2026","Services (working remotely)","Permanent","Current Employee","","","","Flexible Timings, This job involves Travel Within City, International Travel, Travel Within Country.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Business Intelligence & Analytics","4.0","05/01/2026","Manager - Business Intelligence","Permanent","Current Employee","Gurugram","","","","4.0","4.0","4.0","4.0","4.0","3.0","3.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Management Consulting","3.0","29/12/2025","Lead Analyst","Permanent","Current Employee","Gurugram","","","","2.0","3.0","2.0","3.0","4.0","2.0","3.0","1","https://www.ambitionbox.com/reviews/bcg-reviews"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Software Development","3.0","22/01/2025","Software Engineer","Permanent","Current Employee","Bengaluru","","","2 days/week from office , Monday to Friday ( Flexible Timings ) , This job involves Travel Within Country , International Travel , Travel Within City .","2.0","2.0","5.0","4.0","3.0","3.0","2.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Recruitment & Talent Acquisition","5.0","28/05/2025","Manager Talent Acquisition","Permanent","Current Employee","New Delhi","","","","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Market Research & Insights","5.0","19/11/2024","Analyst","Permanent","Current Employee","Gurugram","The company culture and employee centricity.","Nothing","2 days/week from office , Monday to Friday ( Strict Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Software Development","4.0","31/10/2024","Senior Data Engineer","Permanent","Current Employee","Gurugram","Company culture, environment, office is good","Work-Life balance is very bad","2 days/week from office , Monday to Friday ( Flexible Timings ) , This job involves Travel Within City , Travel Within Country , International Travel .","2.0","4.0","5.0","5.0","4.0","2.0","3.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Business Intelligence & Analytics","5.0","07/10/2024","Data Analyst","Permanent","Current Employee","Gurugram","Great work quality, you can finally use your brain 😁","Nothing to dislike, everything seems smooth and fun","2 days/week from office , Monday to Friday ( Flexible Timings ) , This job involves Travel Within City , International Travel , Travel Within Country .","2.0","5.0","2.0","5.0","5.0","5.0","4.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","UI / UX","5.0","10/05/2025","Senior Digital Designer","Permanent","Current Employee","Bengaluru","","","","5.0","5.0","5.0","5.0","5.0","5.0","2.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Management Consulting","5.0","06/05/2025","Analyst II","Permanent","Current Employee","Bengaluru","","","","5.0","3.0","2.0","4.0","3.0","3.0","3.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Software Development","3.0","05/05/2025","Data Engineer","Permanent","Current Employee","Gurugram","","","","3.0","3.0","4.0","3.0","3.0","3.0","2.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Business Intelligence & Analytics","5.0","05/05/2025","Global Project Manager","Permanent","Current Employee","Gurugram","","","","5.0","4.0","4.0","5.0","5.0","4.0","4.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Business Intelligence & Analytics","5.0","08/05/2025","Associate","Permanent","Current Employee","New Delhi","","","","5.0","5.0","4.0","5.0","5.0","5.0","4.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Finance","1.0","21/05/2025","Accounts Payable Associate","Permanent","Current Employee","Gurugram","","","","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Finance","4.0","13/08/2024","Outside Consultant","Permanent","Current Employee","Gurugram","Company culture, perks that are given, training and outings","Work life balance is difficult to maintain due to vast workload","3 days/week from office , Monday to Friday ( Flexible Timings ) , This is a desk job.","2.0","3.0","2.0","5.0","5.0","5.0","3.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Accounting & Taxation","2.0","10/04/2025","Senior Analyst","Permanent","Current Employee","New Delhi","","","","1.0","5.0","4.0","4.0","2.0","3.0","1.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Administration","2.0","09/04/2025","Administration Assistant","Permanent","Current Employee","Gurugram","","","","2.0","3.0","2.0","2.0","2.0","1.0","2.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","HR Operations","4.0","25/12/2024","Human Resource Specialist","Permanent","Current Employee","Gurugram","Great company to work with. Excellent culture","","","4.0","3.0","5.0","5.0","5.0","5.0","2.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Finance","5.0","31/03/2025","Senior Financial Analyst","Permanent","Current Employee","Gurugram","","","","5.0","3.0","5.0","5.0","4.0","4.0","3.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Trading, Asset & Wealth Management","5.0","17/10/2024","Senior Manager","Permanent","Current Employee","New Delhi","Best firm to work with","Work pressure","2 days/week from office , Monday to Friday ( Flexible Timings ) , This job involves Travel Within City , International Travel .","3.0","5.0","5.0","5.0","5.0","5.0","5.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","HR Operations","5.0","29/03/2025","HR Specialist","Permanent","Current Employee","Gurugram","","","","5.0","4.0","4.0","5.0","5.0","5.0","4.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Finance","5.0","23/09/2024","Senior Analyst","Permanent","Current Employee","Gurugram","Super organisation!","You would never want to switch from this company.","3 days/week from office , Monday to Friday ( Flexible Timings ) , This job involves International Travel .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Management Consulting","5.0","29/09/2024","Senior Associate","Permanent","Current Employee","Mumbai","Impact, work satisfaction, dynamic environment, objective evaluation","NA, NA, NA, NA, NA","Monday to Friday ( Flexible Timings ) , This job involves Travel Within Country .","3.0","5.0","3.0","5.0","5.0","5.0","5.0","2","https://www.ambitionbox.com/reviews/bcg-reviews?page=2"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Health Informatics","3.0","25/03/2025","Associate","Permanent","Current Employee","New Delhi","","","","2.0","4.0","2.0","3.0","3.0","2.0","3.0","3","https://www.ambitionbox.com/reviews/bcg-reviews?page=3"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Operations","5.0","02/10/2024","Team Manager","Permanent","Current Employee","Gurugram","Best place to work when compared with other KPO business","HR function is terrible","2 days/week from office , Monday to Friday ( Flexible Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","3","https://www.ambitionbox.com/reviews/bcg-reviews?page=3"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Accounting & Taxation","3.0","22/03/2025","Process Analyst","Permanent","Current Employee","New Delhi","","","","1.0","4.0","1.0","1.0","1.0","1.0","1.0","3","https://www.ambitionbox.com/reviews/bcg-reviews?page=3"
"BCG","Bcg","Management Consulting","499","3.6","3.4","3.7","3.5","3.6","3.6","3.4","3.0","Facility Management","5.0","18/03/2025","Administration Assistant","Permanent","Current Employee","New Delhi","","","","5.0","4.0","5.0","5.0","5.0","5.0","4.0","3","https://www.ambitionbox.com/reviews/bcg-reviews?page=3"
